date,time,T,Po,U,DD,Ff,N,WW,Cl,Nh,H,VV,city
2018-10-24,08,24.9,758.2,95,Wind blowing from the north-east,1,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,200-300,10.0,Langkawi
2018-10-24,02,26.3,759.3,91,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Langkawi
2018-10-23,20,28.2,757.9,80,Wind blowing from the west,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,14.0,Langkawi
2018-10-23,14,27.7,758.4,88,Wind blowing from the south,2,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,100-200,6.0,Langkawi
2018-10-23,08,25.1,758.5,94,Wind blowing from the north-west,0,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Langkawi
2018-10-23,02,26.5,758.3,92,Wind blowing from the north-east,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Langkawi
2018-10-22,20,29.2,756.7,79,Wind blowing from the west,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,12.0,Langkawi
2018-10-22,14,31.0,757.0,76,Wind blowing from the west-southwest,3,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,18.0,Langkawi
2018-10-22,08,25.6,758.3,97,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,18.0,Langkawi
2018-10-22,02,27.3,758.5,90,Wind blowing from the north,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Langkawi
2018-10-21,23,28.5,757.4,81,Wind blowing from the north-northwest,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,13.0,Langkawi
2018-10-21,20,28.5,757.4,81,Wind blowing from the north-northwest,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,13.0,Langkawi
2018-10-21,14,31.0,758.1,77,Wind blowing from the west,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,12.0,Langkawi
2018-10-21,08,26.5,758.7,88,Wind blowing from the east-northeast,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,14.0,Langkawi
2018-10-21,02,25.6,758.2,94,Wind blowing from the east-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,16.0,Langkawi
2018-10-20,20,27.8,757.0,85,Wind blowing from the west-northwest,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,16.0,Langkawi
2018-10-20,14,30.3,757.3,71,Wind blowing from the south-west,3,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,16.0,Langkawi
2018-10-20,08,25.7,758.2,93,Wind blowing from the north-east,0,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,15.0,Langkawi
2018-10-20,02,25.7,758.1,91,Wind blowing from the east-northeast,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Langkawi
2018-10-19,20,27.7,757.2,80,Wind blowing from the north,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,16.0,Langkawi
2018-10-19,14,30.1,757.3,69,Wind blowing from the west-southwest,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,14.0,Langkawi
2018-10-19,08,26.4,758.5,79,Wind blowing from the west-northwest,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,13.0,Langkawi
2018-10-19,02,24.4,758.6,95,Wind blowing from the north,0,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,10.0,Langkawi
2018-10-18,20,24.4,757.8,96,Wind blowing from the north-northeast,0,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,200-300,10.0,Langkawi
2018-10-18,14,24.9,757.9,94,Wind blowing from the east-northeast,0,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,4.0,Langkawi
2018-10-18,08,25.6,757.6,93,Wind blowing from the north-northwest,1,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,12.0,Langkawi
2018-10-18,02,26.3,757.5,93,Wind blowing from the north-east,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,16.0,Langkawi
2018-10-17,20,27.3,757.0,90,Wind blowing from the north,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,15.0,Langkawi
2018-10-17,14,26.9,758.3,89,Wind blowing from the south-west,3,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,8.0,Langkawi
2018-10-17,08,26.6,758.4,88,Wind blowing from the east-northeast,1,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Langkawi
2018-10-17,02,26.1,758.6,90,Wind blowing from the east-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,16.0,Langkawi
2018-10-16,20,28.0,758.0,81,Wind blowing from the west-northwest,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,18.0,Langkawi
2018-10-16,14,29.5,758.2,77,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,16.0,Langkawi
2018-10-16,08,25.0,759.0,95,Wind blowing from the east-northeast,2,"90  or more, but not 100%",Mist. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,100-200,10.0,Langkawi
2018-10-16,02,24.8,758.5,95,Wind blowing from the north-northeast,1,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,9.0,Langkawi
2018-10-15,20,26.9,757.9,90,Wind blowing from the north-east,4,100%.,"Rain, not freezing, intermittent, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,8.0,Langkawi
2018-10-15,14,30.7,757.7,76,Wind blowing from the west-southwest,3,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,14.0,Langkawi
2018-10-15,08,27.1,758.8,84,Wind blowing from the west-northwest,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,13.0,Langkawi
2018-10-15,02,26.7,758.6,89,Wind blowing from the east,2,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Langkawi
2018-10-14,20,28.1,757.9,82,Wind blowing from the north,0,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,13.0,Langkawi
2018-10-14,14,30.0,758.1,75,Wind blowing from the south-west,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,15.0,Langkawi
2018-10-14,08,26.0,758.7,92,Wind blowing from the north-northeast,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,15.0,Langkawi
2018-10-14,02,26.8,758.7,90,Wind blowing from the north-east,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,600-1000,16.0,Langkawi
2018-10-13,20,27.0,758.5,90,Wind blowing from the north-east,2,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,12.0,Langkawi
2018-10-13,14,30.3,758.4,75,Wind blowing from the west-southwest,3,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,12.0,Langkawi
2018-10-13,11,25.7,758.9,93,Wind blowing from the east-southeast,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,16.0,Langkawi
2018-10-13,08,25.7,758.9,93,Wind blowing from the east-southeast,1,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,16.0,Langkawi
2018-10-13,02,25.6,758.8,93,Wind blowing from the north-northeast,0,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,10.0,Langkawi
2018-10-12,20,26.9,758.8,90,Wind blowing from the east-northeast,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,16.0,Langkawi
2018-10-12,14,30.2,758.2,70,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,14.0,Langkawi
2018-10-12,08,26.0,758.2,93,Wind blowing from the north-east,0,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,14.0,Langkawi
2018-10-12,02,26.6,758.8,92,Wind blowing from the north-northeast,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Langkawi
2018-10-11,20,28.9,757.2,80,Wind blowing from the east,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,15.0,Langkawi
2018-10-11,14,29.8,757.4,75,Wind blowing from the north-northeast,3,"90  or more, but not 100%","Rain shower(s), slight. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,13.0,Langkawi
2018-10-11,08,27.6,757.2,86,Wind blowing from the north-east,1,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,14.0,Langkawi
2018-10-11,02,28.1,756.8,77,Wind blowing from the north-east,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Langkawi
2018-10-10,20,29.2,755.9,83,Wind blowing from the west,2,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",300-600,13.0,Langkawi
2018-10-10,14,30.6,756.8,74,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,15.0,Langkawi
2018-10-10,08,25.6,757.1,95,Wind blowing from the east-northeast,0,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,15.0,Langkawi
2018-10-10,02,25.4,756.9,95,Wind blowing from the north-east,2,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ","Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",50%.,300-600,10.0,Langkawi
2018-10-09,20,26.7,756.5,90,Wind blowing from the east,5,"90  or more, but not 100%","Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,2.0,Langkawi
2018-10-09,14,28.9,756.2,83,Wind blowing from the west-southwest,3,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,12.0,Langkawi
2018-10-09,08,26.0,756.9,95,Wind blowing from the north-east,2,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ","Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",50%.,300-600,9.0,Langkawi
2018-10-09,02,25.3,757.2,97,Wind blowing from the north,0,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,10.0,Langkawi
2018-10-08,20,27.3,756.4,86,Wind blowing from the north-east,2,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,16.0,Langkawi
2018-10-08,14,30.7,756.4,75,Wind blowing from the west-southwest,3,"90  or more, but not 100%",State of sky on the whole unchanged. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,16.0,Langkawi
2018-10-08,08,26.1,756.9,88,Wind blowing from the east,0,"90  or more, but not 100%",Haze. ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,14.0,Langkawi
2018-10-08,02,26.2,757.3,97,Wind blowing from the north,0,"90  or more, but not 100%",Mist. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,10.0,Langkawi
2018-10-07,20,28.8,756.3,80,Wind blowing from the north-east,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,16.0,Langkawi
2018-10-07,14,31.9,756.7,62,Wind blowing from the south-southeast,2,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,14.0,Langkawi
2018-10-07,08,25.3,757.8,93,Wind blowing from the east-northeast,2,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,12.0,Langkawi
2018-10-07,02,24.9,758.1,95,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,6.0,Langkawi
2018-10-06,20,28.3,756.4,86,Wind blowing from the north-northwest,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,12.0,Langkawi
2018-10-06,14,30.5,756.6,71,Wind blowing from the south-west,3,"90  or more, but not 100%",Haze. ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,12.0,Langkawi
2018-10-06,08,26.1,757.1,90,Wind blowing from the east-northeast,1,"90  or more, but not 100%",Haze. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,14.0,Langkawi
2018-10-06,02,26.8,757.3,85,Wind blowing from the east-southeast,3,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Langkawi
2018-10-05,20,28.4,756.4,89,Wind blowing from the north,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,13.0,Langkawi
2018-10-05,14,29.6,756.7,77,Wind blowing from the south-southwest,2,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,12.0,Langkawi
2018-10-05,08,26.5,757.0,93,Wind blowing from the east-northeast,2,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Langkawi
2018-10-05,02,26.4,756.8,91,Wind blowing from the north-east,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,14.0,Langkawi
2018-10-04,20,28.1,756.3,86,Wind blowing from the south-east,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,14.0,Langkawi
2018-10-04,14,28.8,756.4,83,Wind blowing from the south-southwest,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,18.0,Langkawi
2018-10-04,08,26.3,757.0,95,Wind blowing from the east,0,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,12.0,Langkawi
2018-10-04,02,26.9,756.3,93,Wind blowing from the east-northeast,1,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,60.0,Langkawi
2018-10-03,20,29.3,755.6,81,Wind blowing from the north,0,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,16.0,Langkawi
2018-10-03,14,31.0,756.4,74,Wind blowing from the south-southeast,3,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,12.0,Langkawi
2018-10-03,08,26.2,757.4,93,Wind blowing from the north-northeast,0,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,18.0,Langkawi
2018-10-03,02,25.9,757.0,93,Wind blowing from the north-northeast,2,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,16.0,Langkawi
2018-10-02,20,28.5,756.7,80,Wind blowing from the north,1,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,15.0,Langkawi
2018-10-02,14,29.4,757.2,80,Wind blowing from the west-northwest,4,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Langkawi
2018-10-02,08,25.6,757.7,95,Wind blowing from the north-east,1,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,300-600,10.0,Langkawi
2018-10-02,02,27.7,757.2,89,Wind blowing from the east,0,"90  or more, but not 100%","Lightning visible, no thunder heard. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,12.0,Langkawi
2018-10-01,20,29.4,756.0,82,Wind blowing from the west-southwest,1,"90  or more, but not 100%",Haze. ,Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Langkawi
2018-10-01,14,30.2,756.3,80,Wind blowing from the west-southwest,2,"90  or more, but not 100%",Shower(s) of rain. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Langkawi
2018-10-01,08,27.5,756.7,89,Wind blowing from the east-northeast,1,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Langkawi
2018-10-01,02,27.0,756.4,86,Wind blowing from the north-northeast,1,"90  or more, but not 100%",Haze. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,12.0,Langkawi
2018-12-31,23,25.8,760.9,90,Wind blowing from the west-southwest,1,"90  or more, but not 100%",State of sky on the whole unchanged. ,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,10.0,Kota Bharu
2018-12-31,20,27.1,760.3,84,Wind blowing from the west,2,"90  or more, but not 100%",Clouds generally forming or developing. ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,10.0,Kota Bharu
2018-12-31,17,28.8,758.4,74,Wind blowing from the north-northwest,3,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Kota Bharu
2018-12-31,14,28.2,759.0,81,Wind blowing from the south-west,2,"90  or more, but not 100%",Thunderstorm (with or without precipitation). ,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,12.0,Kota Bharu
2018-12-31,11,24.7,760.9,94,Wind blowing from the north-east,5,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,100-200,2.0,Kota Bharu
2018-12-31,08,24.7,759.4,96,Wind blowing from the south-west,1,"90  or more, but not 100%",Haze. ,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,8.0,Kota Bharu
2018-12-31,05,24.7,758.7,96,Wind blowing from the south-east,1,100%.,"Rain, not freezing, continuous, slight at time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,8.0,Kota Bharu
2018-12-31,02,25.5,759.6,93,Wind blowing from the south-southwest,1,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Stratocumulus other than Stratocumulus cumulogenitus.,40%.,200-300,8.0,Kota Bharu
2018-12-30,23,26.2,760.3,90,Wind blowing from the east,1,"90  or more, but not 100%","Lightning visible, no thunder heard. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,10.0,Kota Bharu
2018-12-30,20,26.0,759.6,91,Wind blowing from the east,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,200-300,10.0,Kota Bharu
2018-12-30,17,29.0,757.9,74,Wind blowing from the north,2,"90  or more, but not 100%",Clouds generally forming or developing. ,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Kota Bharu
2018-12-30,14,27.0,758.4,85,Wind blowing from the north-northeast,2,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,12.0,Kota Bharu
2018-12-30,11,28.4,760.0,81,Wind blowing from the west,1,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,12.0,Kota Bharu
